Text,Code
What did Taylor and Fillmore disagree upon,1
Had Monroe racked up many debts during his years of public life ,1
What shape are a leopard's black rosettes in East Africa,1
"Initial analyses [ 22] suggested that women with germline mutations in the BRCA1 gene and a strong family history of breast or ovarian cancer have 85 and 44% lifetime risks of developing breast and ovarian cancer, respectively",0
In what year did East Timor secede from Indonesia,1
Was Grover Cleveland married in the whitehouse,1
A Brief History of Taxes,0
Is Uruguay the smallest soverign nation in South America,1
"Nashville has its own failed attempt at a symbolic structure: None of you referred to the life-size model of the Parthenon located in Centennial Park (or to the life-size model of a Jew, so beloved by school children, in the city's Natural History Museum",0
"Conservatives, after all, have spent the last year crediting Clinton's polls to alchemy: He has lucked into the best economy in history",0
"Despite its long history, Nanjing is most remembered today for its role in 20th-century events",0
"Every department and program that make up this community called IUPUI has a treasured and valued history The IUPUI Campus Campaign celebrates our partnership and helps us, as individual members of that partnership, to assure the future",0
"What causes more of a stir is the book's assertion that ""given the nature and the magnitude of the crimes committed in its name, communism was fully the equal of Nazism as one of the supreme evils of our century"" and the question it raises of whether ""the history of the twentieth century hasn't given us objective and final proof … that human nature itself is fallen and twisted at its core"" (Scammell)",0
Why are side-necked turtles called side-necked turtles,1
Is Uruguay's warmest month June,1
The legislative history establishes that legal representation for H-2A workers was a crucial part of the legislative compromise that established the H-2A program,0
"Did he die at 11:10 pm on March 8, 1874, of the after-effects of a stroke",1
Our actions in the weeks ahead will decide history,0
Who was on the committee with Adams to draft  a Declaration of Independence,1
What is the national currency of Liechtenstein,1
"The effort on history says, ""The best invention of the millennium is widely considered to be the printing press, which is obvious and right",0
"Despite these possibilities, scientific polling has a long, reliable history, whereas ""straw polling"" has a long history of total unreliability",0
Subjects with a history of psychopathology and/or taking medication were excluded,0
"Each of the three domains of life has explored a wide range of genome GC contents, and organisms at the extremes of the range but with different evolutionary histories may share more convergent amino-acid substitutions than currently recognized",0
Its history as a public commons dates back to 1781,0
